id,name,address,lat,lng,disabled,diaper,hours,male_toilet,male_urinal,female_toilet,emergency_bell,cctv,data_date
pd-1,삼성산 화장실,경기도 안양시 만안구 석수동 산45-46,37.417494,126.913208,false,true,상시,1,1,3,false,false,2022-12-31
pd-2,삼막사초소 공중화장실,경기도 안양시 만안구 석수동 산14-4,37.436811,126.924458,false,true,상시,1,2,2,false,false,2022-12-31
pd-3,애향소공원 공중화장실,경기도 안양시 만안구 안양천서로 190,37.394322,126.937201,false,true,상시,1,2,2,true,true,2022-12-31
pd-4,신촌동 행정복지센터 화장실,경기도 안양시 동안구 동안로 28,37.38197,126.956442,true,true,09:00~18:00,4,7,10,true,false,2022-12-31
pd-5,평촌경영고 앞 공중화장실,경기도 안양시 동안구 학의로 191,37.4014187,126.9558329,false,true,상시,1,2,2,true,true,2022-12-31
pd-6,동안보건소 화장실,경기도 안양시 동안구 평촌대로253번길 41,37.392966,126.952042,true,true,09:00~18:00,8,8,12,true,false,2022-12-31
pd-7,부림동 행정복지센터 화장실,경기도 안양시 동안구 달안로 154,37.39882,126.9596,false,true,09:00~18:00,3,3,4,false,false,2022-12-31
pd-8,충훈2교하류 제방 공중화장실,경기도 안양시 만안구 석수로 159,37.40452127,126.896203,false,true,상시,1,1,2,true,true,2022-12-31
pd-9,호계3동 행정복지센터 화장실,경기도 안양시 동안구 경수대로 504,37.367629,126.9588204,true,true,08:00~20:00,10,8,18,false,false,2022-12-31
pd-10,호계1동 행정복지센터 화장실,경기도 안양시 동안구 경수대로 538,37.3709,126.9583,true,true,09:00~18:00,1,2,3,true,true,2022-12-31
pd-11,연현마을 공중화장실,경기도 안양시 석수동 461-2,37.4294958,126.8985783,true,true,상시,2,3,4,true,true,2022-12-31
pd-12,비산1동행정복지센터 공중화장실,경기도 안양시 동안구 비산로 12(비산동),37.3998143,126.9336974,true,true,09:00~18:00,8,4,13,true,false,2022-12-31
pd-13,미륭아파트 앞 공중화장실,경기도 안양시 동안구 경수대로 868번길 16,37.39839602,126.9443554,true,true,상시,1,2,3,true,true,2022-12-31
pd-14,옥지압마당(현충탑) 공중화장실,경기도 안양시 만안구 안양동 산103-174,37.388986,126.922054,false,true,상시,1,0,1,false,false,2022-12-31
pd-15,안양천생태이야기관 화장실,경기도 안양시 만안구 석수로 320,37.4170765,126.8959705,false,true,상시,1,2,3,false,true,2022-12-31
pd-16,안양4동행정복지센터공중화장실,경기도 안양시 만안구 냉천로193번길 34,37.4829297,126.7224218,true,true,09:00~18:00,2,4,2,false,true,2022-12-31
pd-17,병목안자연학습장 공중화장실,경기도 안양시 만안구 안양동 산81-7,37.380052,126.913491,false,true,상시,1,1,2,true,false,2022-12-31
pd-18,관악수목원 공중화장실,경기도 안양시 만안구 석수동 산11,37.437656,126.924762,true,true,상시,1,4,3,false,false,2022-12-31
pd-19,안양대교 옆 공중화장실,경기도 안양시 만안구 안양동 864-4,37.40993359,126.9133769,false,true,상시,1,2,2,true,true,2022-12-31
pd-20,학의천 수질정화시설 공중화장실,경기도 안양시 동안구 관양동 1307-173,37.3964166,126.9791377,false,true,상시,1,1,2,true,true,2022-12-31
pd-21,귀인동 행정복지센터 화장실,경기도 안양시 동안구 부림로 16,37.38552,126.9694,true,true,09:00~18:00,3,3,3,true,true,2022-12-31
pd-22,삼덕도서관 화장실,"경기도 안양시 만안구 병목안로 58, 안양시립삼덕도서관 (안양동)",37.396575,126.915432,true,true,09:00~18:00,7,8,14,true,false,2024-02-01
pd-23,안양천 수질정화시설 공중화장실,경기도 안양시 동안구 호계동 166-1,37.3797992,126.9406042,false,true,상시,1,1,1,true,true,2022-12-31
pd-24,남부시장 공중화장실,경기도 안양시 만안구 장내로140번길 51 (안양동),37.395954,126.924813,true,true,상시,3,3,5,true,true,2024-02-01
pd-25,최경환성지 앞 공중화장실,경기도 안양시 만안구 안양동 산 177,37.370415,126.905592,false,true,상시,1,2,2,false,false,2022-12-31
pd-26,만안구청 청사내 공중화장실,경기도 안양시 만안구 안양로 128,37.386699,126.932462,true,true,06:00~22:00,15,21,20,true,true,2022-12-31
pd-27,만안보건소 화장실,경기도 안양시 만안구 문예로 48,37.3858172,126.932891,true,true,09:00~18:00,1,3,2,false,false,2022-12-31
pd-28,범계동 행정복지센터 화장실,경기도 안양시 동안구 평촌대로217번길 63,37.3897624271,126.9525092,true,true,09:00~18:00,1,1,2,true,false,2022-12-31
pd-29,비산3동 행정복지센터공중화장실,"경기도 안양시 동안구 운곡로 34 (비산동, 비산3동 행정복지센터)",37.403879,126.945515,true,true,09:00~18:00,1,8,9,true,true,2022-12-31
pd-30,관양시장 공중화장실,경기도 안양시 동안구 관평로336번길 31 (관양동),37.405211,126.959283,true,true,07:00~20:00,3,3,4,true,true,2024-02-01
pd-31,쌍개울 공중화장실,경기도 안양시 동안구 경수대로883번길 13,37.39511447,126.9379395,true,true,상시,1,2,2,true,true,2022-12-31
pd-32,안양천 안양교 옆 공중화장실,경기도 안양시 만안구 안양동 858,37.409334,126.9159434,false,true,상시,1,1,2,true,true,2022-12-31
pd-33,만안청소년수련관,"경기도 안양시 만안구 냉천로31번길 33, 만안청소년수련관 (안양동)",37.382887,126.927023,true,true,09:00~22:00,18,18,43,false,false,2023-12-31
pd-34,박달빗물펌프장공중화장실,경기도 안양시 만안구 양화로 135번길 88,37.4050103,126.9046053,false,true,상시,1,1,2,true,true,2022-12-31
pd-35,평안동 행정복지센터 화장실,경기도 안양시 동안구 관평로138번길 39,37.391354,126.9644195,true,true,09:00~18:00,3,6,4,false,false,2022-12-31
pd-36,부흥동 행정복지센터 공중화장실,경기도 안양시 동안구 달안로 28,37.393757,126.947112,true,true,09:00~18:00,4,5,3,false,true,2022-12-31
pd-37,귀인동 문화복지센터 화장실,경기도 안양시 동안구 부림로 14,37.38524,126.9695,true,true,09:00~18:00,3,5,10,true,true,2022-12-31
pd-38,평촌청소년문화의집,경기도 안양시 동안구 흥안대로 394 (평촌동),37.38934235,126.9736578,true,true,09:00~18:00,3,0,7,true,true,2023-12-31
pd-39,박달시장 공중화장실,경기도 안양시 만안구 양화로 132-3 (박달동),37.404618,126.90962,true,true,상시,3,4,5,true,true,2024-02-01
pd-40,호금교 공중화장실,경기도 안양시 동안구 호계동 1035,37.3692356,126.9484215,true,true,상시,2,2,4,true,true,2022-12-31
pd-41,중앙시장 상인회관 공중화장실,경기도 안양시 만안구 냉천로185번길 8 (안양동),37.396445,126.919565,true,true,상시,0,0,1,true,true,2024-02-01
pd-42,박석교 공중화장실,경기도 안양시 박달동 10-1,37.4077945,126.9090621,true,true,상시,2,3,4,true,true,2022-12-31
pd-43,안일교 공중화장실,경기도 안양시 동안구 비산동 531-166,37.4020814,126.9276852,true,true,상시,2,2,4,true,true,2022-12-31
pd-44,비산2동 행정복지센터 화장실,"경기도 안양시 동안구 관악대로106번길 70, 비산2동 행정복지센터 (비산동)",37.397939,126.938851,true,true,09:00~18:00,4,4,12,true,true,2022-12-31
pd-45,새마을전통시장1(새마을상가번영회),"경기도 광명시 광명로831번길 4-1 (광명동, 새마을시장 관리회)",37.4737074541,126.8511763198,false,true,00:00~00:00,1,2,3,true,false,2024-06-13
pd-46,골든힐 쇼핑센타,"경기도 광명시 범안로 1056 (하안동, 골든힐쇼핑센타)",37.4624342796,126.8802439275,false,true,00:00~00:00,2,3,3,true,false,2024-06-13
pd-47,광명시민회관,경기도 광명시 시청로 20,37.477095356,126.8642212135,true,true,09:00~18:00,9,13,17,true,true,2024-06-13
pd-48,광명종합터미널(광명역복합터미널),경기도 광명시 광명역로 51(광명종합터미널),37.4186128041,126.8859506398,true,true,05:00~01:00,5,9,18,true,true,2024-06-13
pd-49,광명충전소,"경기도 광명시 광명로 675 (광명동, 광명LPG충전소)",37.4607293464,126.8448998083,false,true,00:00~00:00,1,2,2,true,false,2024-06-13
pd-50,갑종주유소,경기도 광명시 오리로 460(소하동),37.4431716859,126.8801428362,false,true,00:00~00:00,2,2,2,false,true,2024-06-13
pd-51,안양천 공중화장실(하안남초),경기도 광명시 하안동 852-1(하안남초),37.4618571,126.8874546,true,true,00:00~00:01,1,2,3,false,false,2024-06-13
pd-52,양지사거리체육공원,경기도 광명시 서독로 337,37.4163855456,126.8776295267,true,true,00:00~00:00,0,1,2,true,false,2024-06-13
pd-53,한성운수/보영운수,경기도 광명시 범안로 966,37.4572728334,126.8723377939,false,true,05:00~01:00,2,3,2,true,true,2024-06-13
pd-54,학온동 행정복지센터,경기도 광명시 서독로104번길 14,37.4154625363,126.8513513879,true,true,07:00~20:00,6,8,12,true,true,2024-06-13
pd-55,한국전력공사 광명지점,경기도 광명시 철산로 3-13,37.4768612385,126.865942289,true,true,09:00~18:00,1,1,2,false,true,2024-06-13
pd-56,하안1동 행정복지센터,경기도 광명시 오리로 747,37.4651787413,126.8691393728,true,true,09:00~18:00,1,2,6,false,true,2024-06-13
pd-57,한일주유소,경기도 광명시 가학로 77 (가학동),37.4167046756,126.8576351967,false,true,00:00~00:00,1,1,2,false,true,2024-06-13
pd-58,헵시바LPG 충전소,"경기도 광명시 오리로 1044 (광명동, 헵시바 LPG 충전소)",37.4817098237,126.847600861,false,true,00:00~00:00,2,2,1,true,true,2024-06-13
pd-59,성용주유소,"경기도 광명시 가학로 152 (가학동, 성용주유소)",37.4114345366,126.8614882921,false,true,00:00~00:00,1,2,1,true,true,2024-06-13
pd-60,하안노인종합복지관,경기도 광명시 철망산로 48,37.4680090159,126.8742270247,true,true,09:00~18:00,3,5,10,true,true,2024-06-13
pd-61,안양천 공중화장실(하안골프장),경기도 광명시 하안4동 800-8,37.4679634092,126.8819859831,true,true,00:00~00:00,2,1,3,true,true,2024-06-13
pd-62,시민체육관(본관 외부화장실),경기도 광명시 오리로 703,37.462521509,126.871163155,false,true,00:00~00:00,3,5,3,true,true,2024-06-13
pd-63,광명소방서 하안안전센터,경기도 광명시 범안로 1025,37.46150736,126.8770967826,false,true,09:00~18:00,2,1,2,true,false,2024-06-13
pd-64,안양천 공중화장실(철산주공13단지),경기도 광명시 안양천서자전거길 854,37.4824588521,126.8720358325,true,true,00:00~00:00,1,2,3,true,false,2024-06-13
pd-65,광명제일주유소,"경기도 광명시 범안로 608 (노온사동, 제일주유소)",37.4414255794,126.8406367875,false,true,00:00~00:00,2,2,2,true,false,2024-06-13
pd-66,경원주유소,경기도 광명시 광명로 136 (가학동),37.413817602,126.85054065,false,true,00:00~00:00,1,1,1,false,true,2024-06-13
pd-67,광명세무서,경기도 광명시 철산로 3-12,37.4767129273,126.8668596354,true,true,09:00~18:00,1,2,3,false,true,2024-06-13
pd-68,대호엠스퀘어(GS STEEL TOWER),경기도 광명시 신기로 21,37.4201786592,126.8837341013,true,true,00:00~00:00,1,2,3,true,false,2024-06-13
pd-69,광명동굴 (빛의 광장/미디어타워),경기도 광명시 가학동 산14-1,37.4278239567,126.8656007757,true,true,00:00~00:00,8,9,18,true,false,2024-06-13
pd-70,광명G타워,경기도 광명시 소하로 190 광명G타워,37.4457865683,126.8942300888,true,true,00:00~00:00,5,6,10,true,false,2024-06-13
pd-71,연서도서관,경기도 광명시 연서일로 10,37.4828760646,126.8647830117,true,true,07:00~23:00,6,3,12,true,true,2024-06-13
pd-72,기형도문학관,경기도 광명시 오리로 268,37.4263957257,126.8815583256,true,true,09:00~18:00,0,2,5,false,false,2024-06-13
pd-73,안양천 공중화장실(우성아파트),경기도 광명시 철산1동 459(우성아파트),37.4824588521,126.8720358325,true,true,00:00~00:00,2,1,3,true,false,2024-06-13
pd-74,하안성당,경기도 광명시 구름산로 50 (하안동),37.4569175954,126.8784577513,true,true,00:00~00:00,4,4,6,true,false,2024-06-13
pd-75,하안10단지 종합상가,"경기도 광명시 하안로 320-21 (하안동, 하안주공10단지 종합상가)",37.4649413705,126.8804946253,false,true,06:00~24:00,1,2,2,false,false,2024-06-13
pd-76,신한빌딩,경기도 광명시 소하로109번길 14,37.4471475786,126.8854913806,true,true,00:00~00:00,1,1,3,true,false,2024-06-13
pd-77,일직수변공원,경기도 광명시 오리로84번길 17,37.4126889731,126.8839838403,true,true,00:00~00:00,3,3,7,true,false,2024-06-13
pd-78,철산3동 행정복지센터,경기도 광명시 철산로 56,37.4770228014,126.872568492,true,true,09:00~22:00,5,5,15,true,true,2024-06-13
pd-79,차량등록사업소,경기도 광명시 오리로 701,37.4618213001,126.8733966074,true,true,09:00~18:30,3,4,3,true,true,2024-06-13
pd-80,철산4동 행정복지센터 임시청사 화장실,경기도 광명시 오리로 908,37.4774597,126.8620825,true,true,09:00~18:00,2,2,2,false,false,2024-06-13
pd-81,광명한진타운상가,"경기도 광명시 광명로 877 (광명동, 한진아파트)",37.4775753264,126.8513690783,false,true,00:00~00:00,3,4,2,true,false,2024-06-13
pd-82,웅진빌딩,"경기도 광명시 철산로 15 (철산동, 웅진빌딩)",37.4764380617,126.8677101859,true,true,00:00~00:00,2,0,2,true,false,2024-06-13
pd-83,소하도서관,경기도 광명시 소하일로 7,37.4454569829,126.8879923302,true,true,07:00~23:00,10,5,20,true,true,2024-06-13
pd-84,광명메모리얼파크,경기도 광명시 자경로 153,37.4316502628,126.8919025746,true,true,09:00~18:00,4,7,10,false,true,2024-06-13
pd-85,신나는어린이공원,경기도 광명시 도덕로54번길 11,37.4682113087,126.8544264266,true,true,00:00~00:00,0,1,1,true,false,2024-06-13
pd-86,철산12단지사상가,"경기도 광명시 철산로 62 (철산동, 주공상가)",37.4771517471,126.8730876677,false,true,07:00~22:00,1,2,2,true,true,2024-06-13
pd-87,구름산주유소,"경기도 광명시 오리로 524 (소하동, 구름산주유소)",37.4488950093,126.881802762,false,true,00:00~00:00,1,2,2,true,true,2024-06-13
pd-88,정인코아빌딩,"경기도 광명시 디지털로 29, 철산동",37.4741652612,126.8708281127,false,true,00:00~00:00,2,2,2,true,false,2024-06-13
pd-89,(주)서울주유소,경기도 광명시 오리로 461 (소하동),37.4432399358,126.8794074637,false,true,00:00~00:00,1,2,2,true,true,2024-06-13
pd-90,광명역자이TOWER,경기도 광명시 일직동 515-1 외1필지,37.4196800108,126.8883829899,true,true,00:00~00:00,6,4,12,true,false,2024-06-13
pd-91,광명동굴 (제3주차장),경기도 광명시 소하동 1069-1,37.4319913781,126.8780441719,true,true,00:00~00:00,1,0,2,true,false,2024-06-13
pd-92,가학충전소,"경기도 광명시 광명로 159 (가학동, 가학충전소)",37.4154327103,126.8492045381,true,true,06:00~22:00,1,2,1,false,false,2024-06-13
pd-93,광명6동 행정복지센터,경기도 광명시 광명로791번길 6,37.4710616219,126.8486546807,true,true,09:00~18:00,5,6,10,true,true,2024-06-13
pd-94,철산3동 우체국,경기도 광명시 모세로 54,37.4810970407,126.8708944087,true,true,09:00~18:00,0,1,0,true,false,2024-06-13
pd-95,중앙시장,"경기도 광명시 철산로30번길 15 (철산동, 철산시장)",37.4750730602,126.8703455014,true,true,06:00~23:00,1,3,2,false,false,2024-06-13
pd-96,꽃향기어린이공원,경기도 광명시 성채로 4,37.4322699342,126.8861222062,true,true,00:00~00:00,0,0,1,true,true,2024-06-13
pd-97,극동실업가스충전소,"경기도 광명시 범안로 903 (하안동, 극동실업가스충전소)",37.4543473198,126.8663133042,false,true,00:00~00:00,1,2,1,false,false,2024-06-13
pd-98,광명7동 행정복지센터,경기도 광명시 새터로 13(광명동),37.46936428,126.8530684847,true,true,09:00~18:00,3,3,3,true,false,2024-06-13
pd-99,광명역 유플래닛 어반브릭스,경기도 광명시 양지로 19,37.4189383584,126.882693262,true,true,00:00~00:00,11,16,20,true,false,2024-06-13
pd-100,㈜하이웨이에너지,경기도 광명시 광명로 769 (광명동),37.4688947292,126.8479949665,false,true,00:00~00:00,1,2,1,false,false,2024-06-13
pd-101,현대주유소,"경기도 광명시 남부순환로 997 (철산동, 현대주유소)",37.4929968944,126.8678873595,false,true,00:00~00:00,1,2,1,false,false,2024-06-13
pd-102,코스트코 코리아(광명점),"경기도 광명시 일직로 40 (일직동, Costco 광명점)",37.4208122769,126.8859778856,true,true,00:00~00:00,4,7,12,false,true,2024-06-13
pd-103,예지원요양병원,"경기도 광명시 광명로 844 (광명동, 예지원 요양병원)",37.4744258198,126.8523236727,true,true,06:00~22:00,1,2,1,false,false,2024-06-13
pd-104,광명골프연습장,경기도 광명시 안현로 81,37.4676085039,126.8803256066,false,true,05:30~22:30,10,12,12,true,false,2024-06-13
pd-105,센트럴스퀘어,경기도 광명시 신기로17번길 11,37.4212409871,126.8834880647,true,true,00:00~00:00,1,1,3,true,false,2024-06-13
pd-106,광명철산우체국,경기도 광명시 광덕산로 35-1,37.4712162814,126.8722325265,false,true,09:00~18:00,1,1,1,false,false,2024-06-13
pd-107,서울스타빌딩,경기도 광명시 범안로 1046 (하안동),37.4620331296,126.8793765541,false,true,00:00~00:00,2,3,3,true,false,2024-06-13
pd-108,골든프라자,"경기도 광명시 소하로 77, 소하동",37.4479151833,126.8840380019,true,true,00:00~00:00,1,3,3,true,false,2024-06-13
pd-109,광명6동 우체국,경기도 광명시 광명로 827,37.4732840234,126.851213908,false,true,09:00~18:00,1,0,1,false,true,2024-06-13
pd-110,광명2동 우체국,경기도 광명시 광명로 944,37.4829837458,126.8563669119,true,true,09:00~18:00,2,3,2,false,true,2024-06-13
pd-111,보훈회관,경기도 광명시 연서일로17번길 26,37.4816612265,126.8618073142,true,true,09:00~18:00,2,6,2,true,true,2024-06-13
pd-112,하안주공3단지 종합상가,"경기도 광명시 안현로 22, 하안동",37.463702392,126.8745795398,true,true,06:30~24:00,2,2,4,false,false,2024-06-13
pd-113,광명성애병원,경기도 광명시 디지털로 36,37.4732140184,126.8716164265,true,true,00:00~00:00,2,3,4,false,false,2024-06-13
pd-114,철산13단지바상가,"경기도 광명시 철산로 43 (철산동, 주공상가)",37.477300214,126.8704964635,false,true,07:00~22:00,2,2,2,true,false,2024-06-13
pd-115,시민체육관(가림산 둘레길 화장실),경기도 광명시 오리로 703,37.462521509,126.871163155,false,true,00:00~00:00,1,2,1,true,false,2024-06-13
pd-116,푸름청소년활동센터,경기도 광명시 광명로791번길 6,37.4710616219,126.8486546807,true,true,09:00~22:00,1,1,1,true,true,2024-06-13
pd-117,광덕어린이공원,경기도 광명시 도덕공원로 36,37.472559962,126.8656054237,true,true,00:00~00:00,1,1,2,true,false,2024-06-13
pd-118,광명역(ktx),"경기도 광명시 광명역로 21 (일직동, 고속철도 광명역)",37.4163538461,126.8848842139,true,true,05:00~01:00,20,22,49,false,false,2024-06-13
pd-119,메이저리치안,"경기도 광명시 금하로 464 (소하동, 메이저리치안)",37.4484470224,126.8840449468,true,true,00:00~00:00,1,1,3,false,false,2024-06-13
pd-120,청덕빌딩,경기도 광명시 디지털로 25,37.4740987951,126.8701953434,true,true,00:00~00:00,1,2,2,true,false,2024-06-13
pd-121,옥길주유소,"경기도 광명시 금오로 846 (옥길동, 옥길주유소)",37.4744762304,126.8402560588,false,true,00:00~00:00,2,2,2,true,true,2024-06-13
pd-122,목감천 공중화장실(광명3배수펌프장),경기도 광명시 목감로 271,37.4870658852,126.8590701566,false,true,00:00~00:00,1,1,1,true,true,2024-06-13
pd-123,광명3동 행정복지센터,경기도 광명시 광명로928번길 18-20,37.4802376988,126.8569333625,true,true,09:00~18:00,1,2,4,true,false,2024-06-13
pd-124,안양천 공중화장실(광명대교),경기도 광명시 철산동 608번지,37.4805144232,126.8735994312,true,true,00:00~00:00,1,1,2,true,true,2024-06-13
pd-125,새빛공원,경기도 광명시 새빛공원로 10,37.4138006233,126.8874273092,true,true,00:00~00:00,4,4,9,true,false,2024-06-13
pd-126,도덕산 캠핑장,경기도 광명시 밤일안로42번길 69,37.4595987125,126.860637999,true,true,00:00~00:00,2,4,8,true,true,2024-06-13
pd-127,광명동굴 (라스코전시관),경기도 광명시 가학동 산17-1,37.4264914941,126.8664844314,true,true,00:00~00:00,2,4,6,true,false,2024-06-13
pd-128,창업지원센터,경기도 광명시 오리로 362,37.4347238573,126.8797490702,true,true,08:00~18:00,5,4,10,false,true,2024-06-13
pd-129,롯데프리미엄아울렛,"경기도 광명시 일직로 17 (일직동, 롯데아울렛)",37.4242749767,126.8827963758,true,true,00:00~00:00,16,14,11,false,false,2024-06-13
pd-130,철산2동 행정복지센터,경기도 광명시 시청로 94,37.4846591,126.8666228,true,true,09:00~18:00,1,1,1,true,true,2024-06-13
pd-131,NH농협은행 광명시지부,경기도 광명시 철산로 32 (철산동),37.4762418766,126.8697928282,true,true,00:00~00:00,1,1,1,true,false,2024-06-13
pd-132,한내근린공원(공원관리소),경기도 광명시 소하로 121,37.4471901682,126.8857599971,true,true,00:00~00:00,3,4,10,true,true,2024-06-13
pd-133,광덕산근린공원,경기도 광명시 시청로138번안길 18-1,37.4873103238,126.8697564132,false,true,00:00~00:00,1,2,2,true,false,2024-06-13
pd-134,가림빌딩,"경기도 광명시 디지털로 17 (철산동, 가림빌딩)",37.4740222262,126.8693590909,false,true,00:00~00:00,2,2,2,true,false,2024-06-13
pd-135,열린시민청,경기도 광명시 오리로854번길 10,37.4743689676,126.8684627314,true,true,09:00~18:00,11,9,18,true,true,2024-06-13
pd-136,구름산산림욕장,경기도 광명시 오리로619번길 34,37.4535771793,126.8759852824,false,true,00:00~00:00,2,4,4,true,true,2024-06-13
pd-137,광명소방서,경기도 광명시 금하로 472,37.4487323189,126.8851731666,true,true,09:00~18:00,2,2,2,false,true,2024-06-13
pd-138,충현도서관,경기도 광명시 충현로42번길 19,37.4340468758,126.8847394473,true,true,07:00~23:00,4,5,5,true,true,2024-06-13
pd-139,광명우체국,경기도 광명시 범안로 1017,37.4611063661,126.8762633578,true,true,09:00~18:00,2,3,2,true,true,2024-06-13
pd-140,광명시 가족센터,경기도 광명시 디지털로 34 2층,37.4733638123,126.8709705427,false,true,09:00~18:00,1,1,2,false,false,2024-06-13
pd-141,새마을전통시장2,경기도 광명시 광명로 837 (광명동),37.473987482,126.8512869928,false,true,00:00~00:00,1,1,2,true,true,2024-06-13
pd-142,광명동굴 (경관광장),경기도 광명시 가학동 10-10,37.4241916808,126.8645454537,true,true,00:00~00:00,2,6,8,true,false,2024-06-13
pd-143,광명교육지원청,경기도 광명시 광명로 777,37.4697515,126.8482824,true,true,09:00~18:00,8,11,21,false,false,2024-06-13
pd-144,광명시 보건소,경기도 광명시 오리로 613,37.4554107848,126.8781649434,true,true,09:00~18:00,10,6,12,true,true,2024-06-13
pd-145,삼성주유소,경기도 광명시 범안로 925 (하안동),37.4560141621,126.8678708684,false,true,00:00~00:00,2,2,2,false,true,2024-06-13
pd-146,태홍빌딩,"경기도 광명시 하안로 289 (하안동, 태홍빌딩)",37.461694901,126.8801934925,false,true,00:00~00:00,2,2,2,true,false,2024-06-13
pd-147,신신타워,경기도 광명시 소하로109번길 8,37.4466157982,126.8854957303,true,true,00:00~00:00,2,2,5,false,false,2024-06-13
pd-148,철산래미안자이상가,"경기도 광명시 디지털로 56 (철산동, 철산래미안자이상가)",37.4720290111,126.8742161295,true,true,07:00~00:00,2,2,1,true,false,2024-06-13
pd-149,효도프라자,"경기도 광명시 철산로 29번길 9, 철산동",37.4775071771,126.8687416903,false,true,09:00~20:00,2,2,2,true,false,2024-06-13
pd-150,시립철산종합사회복지관,경기도 광명시 연서일로 4-3,37.483078547,126.8655617394,true,true,09:00~18:00,6,8,10,true,true,2024-06-13
pd-151,목감천 공중화장실(개명화장실),경기도 광명시 목감로 193,37.481407097,126.8514268487,true,true,00:00~00:00,0,1,2,true,false,2024-06-13
pd-152,소하근린공원,경기도 광명시 오리로403번길 36-17,37.4356289052,126.8756766183,true,true,00:00~00:00,1,2,3,true,false,2024-06-13
pd-153,청소년상담복지센터(본관),경기도 광명시 디지털로 34,37.4733638123,126.8709705427,true,true,09:00~20:00,4,2,7,true,false,2024-06-13
pd-154,광명동굴 (동측광장),경기도 광명시 소하동 1132,37.4303303476,126.8750641778,false,true,00:00~00:00,1,1,2,true,false,2024-06-13
pd-155,노온정수장(숲길),경기도 광명시 범안로 777-21,37.4499084584,126.8588248848,false,true,00:00~00:00,1,1,2,true,true,2024-06-13
pd-156,CL타워,"경기도 광명시 오리로 518 (소하동, CL타워)",37.4482021147,126.8820232685,false,true,00:00~00:00,2,2,2,true,false,2024-06-13
pd-157,가로정비과,경기도 광명시 도덕로 5,37.4680861048,126.8484656376,false,true,09:00~18:00,3,2,2,false,false,2024-06-13
pd-158,장미셀프주유소,경기도 광명시 광명로 269 (노온사동),37.4248030633,126.845246865,false,true,00:00~00:00,2,2,1,false,true,2024-06-13
pd-159,광명경찰서,경기도 광명시 디지털로 5,37.4741604558,126.8682382977,true,true,09:00~18:00,1,2,1,true,false,2024-06-13
pd-160,나름청소년활동센터,경기도 광명시 철산로 56,37.4770228014,126.872568492,true,true,09:00~22:00,1,2,3,true,true,2024-06-13
pd-161,광명트리플타워오피스텔,경기도 광명시 일직로 28,37.4220767428,126.8847356881,true,true,00:00~00:00,3,2,6,true,false,2024-06-13
pd-162,하안2동 행정복지센터,경기도 광명시 안현로 25,37.4647036931,126.8747295107,true,true,09:00~18:00,1,3,5,true,false,2024-06-13
pd-163,철망산근린공원(하안문화원),경기도 광명시 철망산로 48,37.4674358518,126.8732253548,false,true,00:00~00:00,1,1,2,true,false,2024-06-13
pd-164,안터생태공원,경기도 광명시 안재로1번길 27,37.4593325679,126.8698216917,true,true,10:00~17:00,2,2,3,true,false,2024-06-13
pd-165,비엔팰리스,경기도 광명시 금하로 529,37.4515645885,126.8907803823,true,true,00:00~00:00,1,2,1,true,false,2024-06-13
pd-166,광명 한라비발디 큐브,경기도 광명시 오리로 500,37.4466941866,126.8815156294,true,true,00:00~00:00,2,3,4,false,false,2024-06-13
pd-167,하안도서관,경기도 광명시 철망산로 46,37.4678532158,126.8737420595,true,true,07:00~23:00,17,23,28,true,true,2024-06-13
pd-168,광덕근린공원,경기도 광명시 하안로 421,37.470377452,126.8729047188,true,true,00:00~00:00,2,2,4,true,false,2024-06-13
pd-169,세이브존(광명점),"경기도 광명시 철망산로 87 (철산동, 세이브존)",37.4703331155,126.8773741251,false,true,00:00~00:00,2,2,3,false,true,2024-06-13
pd-170,철산1동 행정복지센터,경기도 광명시 사성로 121,37.4908157172,126.8679057413,true,true,09:00~18:00,2,2,1,true,true,2024-06-13
pd-171,소하저류지 수세식 화장실,경기도 광명시 소하동 1374번지,37.4353277916,126.8896766592,false,true,00:00~00:00,1,1,1,true,false,2024-06-13
pd-172,광명나들목주유소,경기도 광명시 광명로 417 (노온사동),37.4379979225,126.8450527953,false,true,00:00~00:00,1,2,2,false,true,2024-06-13
pd-173,가리대광장,경기도 광명시 소하2동 341-11,37.441599836,126.8731805116,false,true,00:00~00:00,1,2,2,true,true,2024-06-13
pd-174,금산빌딩,"경기도 광명시 오리로 902 (철산동, 금산빌딩)",37.4772863957,126.8628737193,false,true,10:00~21:00,2,4,3,true,false,2024-06-13
pd-175,영진주유소,"경기도 광명시 범안로 984 (하안동, 영진주유소)",37.4586313512,126.8735589104,false,true,00:00~00:00,1,2,2,true,true,2024-06-13
pd-176,시민체육관(인공암벽장 외부 화장실),경기도 광명시 오리로 703,37.462521509,126.871163155,true,true,00:00~00:00,2,3,3,true,false,2024-06-13
pd-177,대복주유소,경기도 광명시 광명로 344 (노온사동),37.4316565103,126.8474364701,false,true,00:00~00:00,2,1,1,false,false,2024-06-13
pd-178,도덕산공원(야외음악당),경기도 광명시 광명동 317-80/광명동 산 75,37.4681252126,126.8576482333,true,true,00:00~00:00,1,2,2,true,true,2024-06-13
pd-179,한내근린공원(소하1동주민센터),경기도 광명시 소하로 21,37.4509652537,126.8856523987,true,true,00:00~00:00,0,0,1,true,false,2024-06-13
